fid,DamID,DamName,Lat,Lon,FlagType,InstllCap,MaxVol,MaxVolSrc,MinVol,MinVolSrc,MaxH,MinH,MaxHSrc,MinHSrc,NmEnrgy01a,NmEnrgy01b,NmEnrgy01c,NmEnrgy01d,DisDur01a,DisDur01b,DisDur01c,DisDur01d,HisMaxVol,HisMinVol,HisMeanVol,HisMedVol,HisVol_25,HisVol_75,HisMaxH,HisMinH,HisMeanH,HisMedH,HisH_25,HisH_75,HisSrc,HisPeriod,NmEnrgy02a,NmEnrgy02b,NmEnrgy02c,NmEnrgy02d,NmEnrgy02e,NmEnrgy02f,DisDur02a,DisDur02b,DisDur02c,DisDur02d,DisDur02e,DisDur02f
"1362",NY00674,BRADFORD DAM,42.37,-77.11,Conventional storage dam,-99999,100.8,GRanDv1.3,74.0088,NID2019,2.8,2.77368,GRanDv1.3,NID2019,769.104,559.3790848464,384.552,279.6895424232,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1363",NY00678,ROBERT MOSES - ST. LAWRENCE,45.0065,-74.7949,Conventional storage dam,912,925.11,NID2019,807.9,GRanDv1.3,36.4,24.6888,GRanDv1.3,NID2019,91761.6609,54353.072142,45880.83045,27176.536071,100.61585625,59.5976668223684,50.307928125,29.7988334111842,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1364",NY00678S003,IROQUOIS,44.8348,-75.3036,Conventional storage dam,-99999,29960,GRanDv1.3,925.11,NID2019,15.36192,14,NID2019,GRanDv1.3,1254162.51072,35292.9465,627081.25536,17646.47325,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1365",NY00679,HARRISVILLE,44.1548,-75.3202,Conventional storage dam,1.8,0.10361232,NID2019,0.10361232,NID2019,5.334,5.334,NID2019,NID2019,1.506020613048,1.506020613048,0.753010306524,0.753010306524,0.83667811836,0.83667811836,0.41833905918,0.41833905918,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1366",NY00683,STATION 26,43.1522,-77.6094,Run-of-River,3,2.46696,NID2019,2.46696,NID2019,3.797808,3.797808,NID2019,NID2019,25.530635154528,25.530635154528,12.765317577264,12.765317577264,8.510211718176,8.510211718176,4.255105859088,4.255105859088,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1367",NY00685,COLLIERSVILLE,42.5036,-74.985,Conventional storage dam,1.4,9.621144,NID2019,4.31,HydroLAKES,7.4676,7.4676,NID2019,NID2019,195.78267969624,87.7050951,97.89133984812,43.85254755,139.8447712116,62.6464965,69.9223856058,31.32324825,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1368",NY00690,STATION 2,43.1612,-77.6137,Run-of-River,8.5,0.13198236,NID2019,0.13198236,NID2019,2.34696,2.34696,NID2019,NID2019,0.84408869597976,0.84408869597976,0.42204434798988,0.42204434798988,0.0993045524682071,0.0993045524682071,0.0496522762341035,0.0496522762341035,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1369",NY00692,BLENHEIM - GILBOA LOWER,42.4538,-74.4555,Conventional storage dam,-99999,20.1427284,NID2019,20.1,GRanDv1.3,35.2044,35,NID2019,GRanDv1.3,1932.33201944152,1917.0375,966.166009720758,958.51875,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1370",NY00693,HIGH FALLS,43.9248,-75.3735,Conventional storage dam,6,2,HydroLAKES,1.30502184,NID2019,10.668,10.668,NID2019,NID2019,58.1406,37.937376395352,29.0703,18.968688197676,9.6901,6.322896065892,4.84505,3.161448032946,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1371",NY00696,SWINGING BRIDGE,41.5721,-74.7829,Run-of-River,8,83.3,GRanDv1.3,45.63876,NID2019,28.8036,21.7,NID2019,GRanDv1.3,6538.201173,2698.7339757,3269.1005865,1349.36698785,817.275146625,337.3417469625,408.6375733125,168.67087348125,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1372",NY00701,UNIONVILLE,44.7148,-74.9975,Run-of-River,3,0.12211452,NID2019,0.12211452,NID2019,4.2672,4.2672,NID2019,NID2019,1.4199622923024,1.4199622923024,0.7099811461512,0.7099811461512,0.4733207641008,0.4733207641008,0.2366603820504,0.2366603820504,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1373",NY00705,HOOSICK FALLS DAM,42.91167,-73.36167,Run-of-River,2,0.1480176,NID2019,0.1480176,NID2019,4.69392,4.69392,NID2019,NID2019,1.8932830564032,1.8932830564032,0.9466415282016,0.9466415282016,0.9466415282016,0.9466415282016,0.4733207641008,0.4733207641008,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1374",NY00707,LAKE FLOWER,44.3244,-74.1329,Run-of-River,0.2,38.58,HydroLAKES,7.647576,NID2019,4.05384,4.05384,NID2019,NID2019,426.18222612,84.480584865264,213.09111306,42.240292432632,2130.9111306,422.40292432632,1065.4555653,211.20146216316,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1375",NY00708,SENECA FALLS,42.9149,-76.7871,Lock & Dam,8,3.330396,NID2019,0.47,HydroLAKES,14.50848,14.50848,NID2019,NID2019,131.669230740768,18.58173576,65.834615370384,9.29086788,16.458653842596,2.32271697,8.229326921298,1.161358485,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1376",NY00709,WATERLOO,42.9016,-76.8648,Lock & Dam,1.5,8909.34,HydroLAKES,292.4,GRanDv1.3,11.9,3.52044,GRanDv1.3,NID2019,288907.62285,2805.0513876,144453.811425,1402.5256938,192605.0819,1870.0342584,96302.54095,935.0171292,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1377",NY00714,BELFORT,43.9267,-75.3319,Conventional storage dam,2,0.74,HydroLAKES,0.1480176,NID2019,4.05384,4.05384,NID2019,NID2019,8.17456836,1.6351080941664,4.08728418,0.8175540470832,4.08728418,0.8175540470832,2.04364209,0.4087770235416,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1378",NY00717,GLENWOOD LAKE DAM,43.23778,-78.39389,Conventional storage dam,1.5,2.2696032,NID2019,0.77,HydroLAKES,6.61416,6.61416,NID2019,NID2019,40.9063884610752,13.87816122,20.4531942305376,6.93908061,27.2709256407168,9.25210748,13.6354628203584,4.62605374,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1379",NY00729,KAMARGO,44.00924,-75.78445,Conventional storage dam,6,0.44343606,NID2019,0.44343606,NID2019,2.56032,2.56032,NID2019,NID2019,3.09379663080432,3.09379663080432,1.54689831540216,1.54689831540216,0.51563277180072,0.51563277180072,0.25781638590036,0.25781638590036,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1380",NY00743,NORWOOD,44.7433,-75.0054,Conventional storage dam,2,7.56,HydroLAKES,2.14132128,NID2019,5.12064,5.12064,NID2019,NID2019,105.49030464,29.8794489628723,52.74515232,14.9397244814362,52.74515232,14.9397244814362,26.37257616,7.46986224071808,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1381",NY00745,BURT DAM,43.3137,-78.716,Conventional storage dam,0.6,1.6405284,NID2019,1.6405284,NID2019,10.45464,10.45464,NID2019,NID2019,46.7368396915896,46.7368396915896,23.3684198457948,23.3684198457948,77.894732819316,77.894732819316,38.947366409658,38.947366409658,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1382",NY00754,BLAKE,44.5023,-74.746,Conventional storage dam,15,15.6,GRanDv1.3,15.57391848,NID2019,17.0688,12.6,NID2019,GRanDv1.3,725.594688,534.7304910108,362.797344,267.3652455054,48.3729792,35.64869940072,24.1864896,17.82434970036,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1383",NY00756,BOISE CASCADE LOWER DAM,43.88417,-75.43083,Conventional storage dam,1,0.034414092,NID2019,0.034414092,NID2019,2.98704,2.98704,NID2019,NID2019,0.280119834026928,0.280119834026928,0.140059917013464,0.140059917013464,0.280119834026928,0.280119834026928,0.140059917013464,0.140059917013464,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1384",NY00762,BROWNS FALLS,44.2127,-75.037,Conventional storage dam,16,3.98907432,NID2019,2.77,HydroLAKES,14.9352,14.9352,NID2019,NID2019,162.349022086574,112.7346234,81.1745110432872,56.3673117,10.1468138804109,7.0459139625,5.07340694020545,3.52295698125,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1385",NY00764,CARTHAGE STATE DAM,43.97833,-75.615,Run-of-River,0.8,2.960352,NID2019,2.960352,NID2019,1.70688,1.70688,NID2019,NID2019,13.769331319296,13.769331319296,6.884665659648,6.884665659648,17.21166414912,17.21166414912,8.60583207456,8.60583207456,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1386",NY00773,PHOENIX LOCK & DAM NO. 1,43.2278,-76.3015,Lock & Dam,3.2,27.1,GRanDv1.3,24.36123,NID2019,7.7,2.34696,GRanDv1.3,NID2019,568.62575,155.80141818318,284.312875,77.90070909159,177.695546875,48.6879431822437,88.8477734375,24.3439715911219,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1387",NY00775,MILL STREET DAM,42.9286,-76.5594,Conventional storage dam,0.41,0.16898676,NID2019,0.16898676,NID2019,5.334,5.334,NID2019,NID2019,2.456247904614,2.456247904614,1.228123952307,1.228123952307,5.99084854783902,5.99084854783902,2.99542427391951,2.99542427391951,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1388",NY00782,HIGH FALLS,41.8297,-74.133,Conventional storage dam,3.2,0.1418502,NID2019,0.1418502,NID2019,6.4008,6.4008,NID2019,NID2019,2.474176721436,2.474176721436,1.237088360718,1.237088360718,0.77318022544875,0.77318022544875,0.386590112724375,0.386590112724375,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1389",NY00792,LOCK 24 DAM ERIE CANAL,43.15694,-76.33361,Run-of-River,1.59,42.061668,NID2019,42.061668,NID2019,4.48056,4.48056,NID2019,NID2019,513.553029049368,513.553029049368,256.776514524684,256.776514524684,322.989326446143,322.989326446143,161.494663223072,161.494663223072,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1390",NY00796,LOCK C-12,43.5574,-73.4005,Lock & Dam,0.628,3.5524224,NID2019,3.5524224,NID2019,4.48056,4.48056,NID2019,NID2019,43.3733936557824,43.3733936557824,21.6866968278912,21.6866968278912,69.0659134646216,69.0659134646216,34.5329567323108,34.5329567323108,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1391",NY00843,YALEVILLE,44.7661,-74.9988,Run-of-River,2,1.17,HydroLAKES,0.2960352,NID2019,2.56032,2.56032,NID2019,NID2019,8.16294024,2.0653996978944,4.08147012,1.0326998489472,4.08147012,1.0326998489472,2.04073506,0.5163499244736,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1392",NY00855,INDIAN FALLS,44.2028,-75.7908,Conventional storage dam,0.65,0.1418502,NID2019,0.1418502,NID2019,2.56032,2.56032,NID2019,NID2019,0.9896706885744,0.9896706885744,0.4948353442872,0.4948353442872,1.52257029011446,1.52257029011446,0.761285145057231,0.761285145057231,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1393",NY00891,CITY OF OSWEGO DAM,43.45278,-76.50694,Conventional storage dam,-99999,0.11348016,NID2019,0.11348016,NID2019,4.48056,4.48056,NID2019,NID2019,1.38553896400416,1.38553896400416,0.69276948200208,0.69276948200208,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1394",NY00927,CLARKS MILLS LOWER,43.1158,-73.5681,Run-of-River,1.065,0.370044,NID2019,0.370044,NID2019,4.2672,4.2672,NID2019,NID2019,4.30291603728,4.30291603728,2.15145801864,2.15145801864,4.04029674861972,4.04029674861972,2.02014837430986,2.02014837430986,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1395",NY00945,PIERCEFIELD,44.2331,-74.5654,Conventional storage dam,2.7,44.9,GRanDv1.3,3.40070436,NID2019,4.69392,3.5,NID2019,GRanDv1.3,574.3128468,32.4342178335,287.1564234,16.21710891675,212.708461777778,12.0126732716667,106.354230888889,6.00633663583333,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1396",NY00949,NEW YORK STATE DAM,42.7777,-73.6952,Run-of-River,11.4,0.339207,NID2019,0.339207,NID2019,4.48056,4.48056,NID2019,NID2019,4.141556685882,4.141556685882,2.070778342941,2.070778342941,0.36329444613,0.36329444613,0.181647223065,0.181647223065,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1397",NY00951,TROY LOCK & DAM #1,42.75167,-73.68667,Lock & Dam,6,5.180616,NID2019,5.180616,NID2019,4.2672,4.2672,NID2019,NID2019,60.24082452192,60.24082452192,30.12041226096,30.12041226096,10.04013742032,10.04013742032,5.02006871016,5.02006871016,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1398",NY00955,DAM AT LOCK E 27,43.06222,-76.9975,Lock & Dam,-99999,1.54185,NID2019,1.54185,NID2019,4.90728,4.90728,NID2019,NID2019,20.6181393453,20.6181393453,10.30906967265,10.30906967265,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1399",NY00959,LOCK E12 TRIBES HILL,42.94478,-74.28864,Conventional storage dam,-99999,8.87982252,NID2019,8.87982252,NID2019,2.34696,2.34696,NID2019,NID2019,56.7906030126943,56.7906030126943,28.3953015063472,28.3953015063472,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1400",NY00960,LOCK E11 AMSTERDAM,42.94613,-74.21104,Lock & Dam,-99999,7.36757604,NID2019,7.36757604,NID2019,2.56032,2.56032,NID2019,NID2019,51.4026349813469,51.4026349813469,25.7013174906734,25.7013174906734,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1401",NY00961,LOCK E10 CRANESVILLE,42.91778,-74.14057,Conventional storage dam,-99999,6.98273028,NID2019,6.98273028,NID2019,3.2004,3.2004,NID2019,NID2019,60.8970192176052,60.8970192176052,30.4485096088026,30.4485096088026,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1402",NY00962,LOCK E9 ROTTERDAM JUNCTION,42.87812,-74.04202,Lock & Dam,-99999,8.24087988,NID2019,8.24087988,NID2019,3.2004,3.2004,NID2019,NID2019,71.8694551126692,71.8694551126692,35.9347275563346,35.9347275563346,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1403",NY00963,LOCK E8 SCOTIA,42.83003,-73.99095,Conventional storage dam,-99999,5.8158582,NID2019,5.8158582,NID2019,2.98704,2.98704,NID2019,NID2019,47.3392479368088,47.3392479368088,23.6696239684044,23.6696239684044,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1404",NY00964,LOCK E13 RANDALL,42.91799,-74.4466,Lock & Dam,-99999,4.56264252,NID2019,4.56264252,NID2019,1.70688,1.70688,NID2019,NID2019,21.221981895865,21.221981895865,10.6109909479325,10.6109909479325,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1405",NY00967,LOCK E14 CANAJOHARIE,42.90829,-74.57715,Conventional storage dam,-99999,1.84158564,NID2019,1.84158564,NID2019,1.70688,1.70688,NID2019,NID2019,8.56567152487872,8.56567152487872,4.28283576243936,4.28283576243936,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1406",NY00988,MECHANICVILLE,42.8796,-73.6762,Lock & Dam,9.2,1.418502,NID2019,1.418502,NID2019,5.54736,5.54736,NID2019,NID2019,21.442864919112,21.442864919112,10.721432459556,10.721432459556,2.33074618686,2.33074618686,1.16537309343,1.16537309343,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1407",NY01070,MIDDLE GREENWICH DAM,43.08639,-73.49556,Run-of-River,0.3,0.0986784,NID2019,0.0986784,NID2019,2.1336,2.1336,NID2019,NID2019,0.573722138304,0.573722138304,0.286861069152,0.286861069152,1.91240712768,1.91240712768,0.95620356384,0.95620356384,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1408",NY01071,CENTER FALLS,43.0968,-73.4598,Run-of-River,1.1,0.493392,NID2019,0.493392,NID2019,5.97408,5.97408,NID2019,NID2019,8.032109936256,8.032109936256,4.016054968128,4.016054968128,7.30191812386909,7.30191812386909,3.65095906193454,3.65095906193454,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1409",NY01073,FORT MILLER,43.1615,-73.5836,Conventional storage dam,5,18.5022,NID2019,18.5022,NID2019,1.49352,1.49352,NID2019,NID2019,75.3010306524,75.3010306524,37.6505153262,37.6505153262,15.06020613048,15.06020613048,7.53010306524,7.53010306524,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1410",NY01213,LOCK 29 DAM BARGE CANAL,43.06389,-77.25056,Lock & Dam,-99999,1.295154,NID2019,1.295154,NID2019,4.90728,4.90728,NID2019,NID2019,17.319237050052,17.319237050052,8.659618525026,8.659618525026,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"1411",NY01241,HAILESBORO MILL #6 DAM,44.30778,-75.43722,Conventional storage dam,1,0.030837,NID2019,0.030837,NID2019,2.98704,2.98704,NID2019,NID2019,0.251003435508,0.251003435508,0.125501717754,0.125501717754,0.251003435508,0.251003435508,0.125501717754,0.125501717754,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,NA,NA,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
