plant,NERC,EHA_ID,EIA_ID,NID_ID,lat,lon,state,county,HUC,bal_auth,mode,n_units,CH_MW,CH_MWh
Alcona,RFC,hc1482_p01,1693,MI00150,44.5619,-83.8042,MI,Alcona,40700070706,MISO,Run-of-river,2,8,27248.18
Loud,RFC,hc1484_p01,1712,MI00178,44.4639,-83.7217,MI,Iosco,40700070706,MISO,Reregulating,2,4,17789.53
Five Channels,RFC,hc1488_p01,1704,MI00168,44.485,-83.6817,MI,Iosco,40700070707,MISO,Peaking,2,6,23937.65
Cooke,RFC,hc1485_p01,1700,MI00161,44.4725,-83.5717,MI,Iosco,40700070708,MISO,Reregulating,3,9,26245.29
Foote,RFC,hc1473_p01,1705,MI00169,44.435,-83.44,MI,Iosco,40700070709,MISO,Reregulating,3,9,29568.35
Beaverton,RFC,hc7116_p01,NA,MI00524,43.8833,-84.4833,MI,Gladwin,40802010309,NA,NA,1,0.5,NA
Secord,RFC,hc2109_p01,50159,MI00547,44.0411,-84.3419,MI,Gladwin,40802010403,MISO,Run-of-river,1,1.2,4155.94
Smallwood,RFC,hc2110_p01,50160,MI00548,43.9586,-84.3361,MI,Gladwin,40802010403,MISO,Run-of-river,1,1.2,3233.29
Sanford,RFC,hc1703_p01,50157,MI00550,43.6769,-84.3803,MI,Midland,40802010408,MISO,Run-of-river,3,3.6,8723.06
Edenville,RFC,hc2108_p01,50158,MI00549,43.8142,-84.3769,MI,Gladwin,40802010408,MISO,Run-of-river,2,4.8,16431.29
St Louis,RFC,hc2139_p01,1852,MI00551,43.412452,-84.607721,MI,Gratiot,40802020403,MISO,Run-of-river,2,0.4,538.58
Barton Dam,RFC,hc7029_p01,NA,MI00560,42.3083,-83.7543,MI,Washtenaw,40900050309,NA,NA,1,0.9,NA
Superior Dam,RFC,hc7030_p01,NA,MI00558,42.2655,-83.6442,MI,Washtenaw,40900050403,NA,NA,1,0.9,NA
Ford Lake,RFC,hc7117_p01,NA,MI00194,42.2,-83.5667,MI,Washtenaw,40900050403,NA,Run-of-river,2,2.4,7636
French Landing Dam,RFC,hc2074_p01,50437,MI00557,42.2144,-83.4408,MI,Wayne,40900050404,MISO,Run-of-river,1,1.6,7404.7
Auglaize Hydro,RFC,hc1962_p01,7657,OH00385,41.2374,-84.4,OH,Defiance,41000071209,PJM,NA,7,3.6,9083.84
North East Hydro Station,RFC,hc7336_p01,NA,"NA",42.1943,-79.818,PA,Erie,41201010403,NA,Canal/Conduit,1,0.07,265
Robert Moses Niagara,NPCC,hc1316_p01,2693,NY16253,43.1422,-79.0402,NY,Niagara,41201040605,NYIS,Run-of-river/Peaking,13,2429.1,14186129.88
Oak Orchard,NPCC,hc1808_p01,2592,NY00588,43.2222,-78.3825,NY,Orleans,41300010405,NA,Canal/Conduit,1,0.35,NA
Glenwood,NPCC,hc4052_p01,2568,NY00717,43.237929,-78.39315679,NY,Orleans,41300010405,NYIS,NA,3,1.5,6596.94
Waterport,NPCC,hc4054_p01,2623,NY00485,43.32645473,-78.23987146,NY,Orleans,41300010408,NYIS,NA,2,4,12737.03
Hydraulic Race,NPCC,hc1462_p01,2578,"NA",43.1709,-78.6916,NY,Niagara,41300010703,NYIS,Canal/Conduit,1,3,10642.69
Burt Dam,NPCC,hc7268_p01,NA,NY00745,43.3137,-78.716,NY,Niagara,41300010704,NA,NA,1,0.6,2223.633
Wiscoy 170,NPCC,hc4056_p01,2646,NY00461,42.505,-78.08861,NY,Allegany,41300020705,NYIS,NA,2,1,687.29
Kodak Park Site,NPCC,hc4117_p01,10025,NY01426,43.14667,-77.73333,NY,Monroe,41300030701,NYIS,NA,1,0.4,35064.22
Rochester 2,NPCC,hc1592_p01,2639,NY00690,43.1612,-77.6137,NY,Monroe,41300030704,NYIS,Run-of-river,1,8.5,35096.94
Rochester 5,NPCC,hc1593_p01,2641,NY00484,43.1763,-77.6282,NY,Monroe,41300030704,NYIS,Run-of-river,3,43.6,112249.46
Rochester 26,NPCC,hc1594_p01,2638,NY00683,43.1522,-77.6098,NY,Monroe,41300030704,NYIS,Run-of-river,1,3,5714.29
Adams,NPCC,hc7216_p01,NA,"NA",43.8069,-76.019,NY,Jefferson,41401020304,NA,NA,1,0.387,NA
Bennetts Bridge,NPCC,hc2136_p01,2545,NY00374,43.5445,-75.9195,NY,Oswego,41401020702,NYIS,NA,4,36,92971.99
Lighthouse Hill,NPCC,hc2137_p01,2582,NY00367,43.5245,-75.9706,NY,Oswego,41401020702,NYIS,NA,2,8,18256.81
Waterloo,NPCC,hc1475_p01,61642,NY00709,42.901914,-76.86233,NY,Seneca,41402010905,NYIS,Run-of-river,3,1.5,4991.5
Seneca Falls Hydroelectric Project,NPCC,hc1474_p01,61641,NY00708,42.9149,-76.7871,NY,Seneca,41402010906,NA,Run-of-river,3,8,19669.49
Cornell Hydro,NPCC,hc1799_p01,10286,NY00394,42.4518,-76.4799,NY,Tompkins,41402011005,NYIS,NA,2,1.9,3703.59
Mill Street Dam,NPCC,hc7078_p01,NA,NY00775,42.9286,-76.5594,NY,Cayuga,41402011306,NA,NA,1,0.41,NA
North Division Street,NPCC,hc7360_p01,NA,NY11430,42.932,-76.5852,NY,Cayuga,41402011306,NA,NA,1,0.75,NA
Baldwinsville,NPCC,hc1887_p01,2542,NY00792,43.1572,-76.3329,NY,Onondaga,41402011611,NA,Run-of-river,2,0.64,NA
Seneca,NPCC,hc1887_p02,NA,NY00792,43.157,-76.3338,NY,Onondaga,41402011611,NA,Run-of-river,3,0.95,NA
Phoenix Hydro Project,NPCC,hc1836_p01,54865,NY00773,43.2278,-76.3015,NY,Oswego,41402030102,NYIS,Run-of-river,2,3.2,10915.92
Fulton,NPCC,hc1504_p01,2566,NY00406,43.3234,-76.4202,NY,Oswego,41402030103,NYIS,Run-of-river/Peaking,2,1.3,4476.09
Granby,NPCC,hc1504_p02,2569,NY00406,43.3234,-76.4202,NY,Oswego,41402030103,NYIS,Run-of-river/Peaking,2,10,42302.2
Oswego Falls East,NPCC,hc1924_p01,2595,NY00408,43.3148,-76.4158,NY,Oswego,41402030103,NYIS,Run-of-river,3,6,24579
Oswego Falls West,NPCC,hc1924_p02,2596,NY00408,43.3148,-76.4158,NY,Oswego,41402030103,NYIS,Run-of-river,4,3,7041.29
Minetto,NPCC,hc1505_p01,2586,NY00402,43.3998,-76.4724,NY,Oswego,41402030204,NYIS,Run-of-river/Peaking,5,10,35250.15
Varick,NPCC,hc1506_p01,2621,NY00398,43.4468,-76.5015,NY,Oswego,41402030204,NYIS,Run-of-river/Peaking,4,8,24457.64
High Dam,NPCC,hc2094_p01,2574,NY00401,43.4433,-76.4959,NY,Oswego,41402030204,NYIS,Run-of-river,4,11.9,44332.24
Forestport,NPCC,hc1876_p01,50768,NY00305,43.4403,-75.2062,NY,Oneida,41501010302,NYIS,Run-of-river,1,3.4,11004.3
Kayuta,NPCC,hc7099_p01,NA,NY00308,43.4232,-75.2077,NY,Oneida,41501010302,NA,Run-of-river,1,0.4,2000
Black River Hydro Associates,NPCC,hc1902_p01,10687,NY00310,43.5453,-75.3251,NY,Lewis,41501010305,NYIS,NA,1,5.7,14625.45
Black River Hydro Associates,NPCC,hc1902_p02,NA,NY12231,43.5866,-75.3391,NY,Lewis,41501010305,NA,NA,1,1.9,4628.049891
Black River Hydro Associates,NPCC,hc1902_p03,NA,NY01428,43.5914,-75.3444,NY,Lewis,41501010305,NA,NA,1,2.2,5358.794611
Port Leyden Hydroelectric Project,NPCC,hc1952_p01,10817,"NA",43.5834,-75.3402,NY,Lewis,41501010305,NYIS,NA,2,1,4801.29
Kosterville,NPCC,hc1560_p01,56705,NY01539,43.6139,-75.332,NY,Lewis,41501010602,NYIS,Run-of-river,2,1,3267.28
Gouldtown,NPCC,hc1561_p01,56704,NY01539,43.6125,-75.3386,NY,Lewis,41501010602,NYIS,Run-of-river,1,2,10527.94
Lyonsdale,NPCC,hc1800_p01,50652,NY12234,43.6188,-75.3044,NY,Lewis,41501010602,NYIS,Run-of-river,2,3,12327.53
Moose River,NPCC,hc1848_p01,10196,"NA",43.6216,-75.3125,NY,Lewis,41501010602,NYIS,Run-of-river,1,12.6,45442.18
Lyons Falls,NPCC,hc1562_p01,56703,NY01503,43.6179,-75.3579,NY,Lewis,41501010801,NYIS,Run-of-river,5,5.6,28379.06
Otter Creek,NPCC,hc7354_p01,NA,"NA",43.7246,-75.359,NY,Lewis,41501010804,NA,NA,1,0.525,1800
Moshier,NPCC,hc1631_p01,2588,NY00329,43.8877,-75.1098,NY,Herkimer,41501011101,NYIS,Peaking,2,8,37643.52
Stillwater Reservoir Hydro,NPCC,hc1967_p01,50513,NY00316,43.8995,-75.0523,NY,Herkimer,41501011101,NYIS,NA,1,1.8,5684.59
Effley,NPCC,hc1628_p01,2557,NY00302,43.9228,-75.2776,NY,Lewis,41501011103,NYIS,Peaking,4,3,15290.19
Soft Maple,NPCC,hc1629_p01,2610,NY00304,43.9191,-75.2429,NY,Lewis,41501011103,NYIS,Peaking,2,16,37954.46
Eagle,NPCC,hc1630_p01,2555,NY00306,43.9018,-75.1948,NY,Lewis,41501011103,NYIS,Peaking,4,6,31532.59
Elmer,NPCC,hc1632_p01,2559,NY00303,43.9273,-75.2887,NY,Lewis,41501011103,NYIS,Peaking,2,2,10513.88
Taylorville,NPCC,hc1633_p01,2617,NY00301,43.9278,-75.3117,NY,Lewis,41501011103,NYIS,Peaking,4,4,23259.08
Belfort,NPCC,hc1634_p01,2544,NY00714,43.9275,-75.332,NY,Lewis,41501011103,NYIS,Peaking,3,2,10625.51
High Falls,NPCC,hc1635_p01,2575,NY00693,43.9248,-75.3735,NY,Lewis,41501011103,NYIS,Reregulating,3,6,29375.47
Upper Beaver Falls,NPCC,hc1601_p01,10490,NY00300,43.8835,-75.4284,NY,Lewis,41501011105,NYIS,Run-of-river,1,1.5,9229
Lower Beaver Falls,NPCC,hc1715_p01,54691,NY00756,43.8841,-75.4305,NY,Lewis,41501011105,NYIS,NA,2,1,5325.33
High Falls,NPCC,hc1820_p01,10545,NY01345,43.8972,-75.664,NY,Lewis,41501011204,NYIS,NA,3,3.3,10521.91
Kings Falls Hydroelectric,NPCC,hc1998_p01,10872,"NA",43.9172,-75.6337,NY,Lewis,41501011204,NYIS,Run-of-river,1,1.6,2588.42
Herrings,NPCC,hc1578_p01,2572,NY00296,44.0209,-75.6512,NY,Jefferson,41501011401,NYIS,Run-of-river/Upstream Peaking,3,5.4,20721.07
Deferiet,NPCC,hc1579_p01,2552,NY00297,44.0269,-75.6789,NY,Jefferson,41501011401,NYIS,Run-of-river/Upstream Peaking,3,12,54698.71
Longfalls Facility,NPCC,hc1860_p01,54548,"NA",43.9789,-75.6208,NY,Jefferson,41501011401,NYIS,Run-of-river,1,3.3,4618.67
Tannery Island Power,NPCC,hc1877_p01,50416,NY00298,43.9817,-75.6158,NY,Jefferson,41501011401,NYIS,NA,5,1.5,7805.45
Carthage Mill,NPCC,hc1915_p01,50759,NY00295,43.9817,-75.6204,NY,Jefferson,41501011401,NYIS,NA,2,4.4,22472.47
Carthage Paper Maker,NPCC,hc7448_p01,NA,NY00764,43.97833,-75.615,NY,Amador,41501011401,NA,Run-of-river,1,0.8,4900
Watertown,NPCC,hc1478_p01,2700,NY00290,43.9761,-75.8731,NY,Jefferson,41501011404,NYIS,Run-of-river,3,8.1,23223.71
Beebee Island,NPCC,hc1550_p01,10531,NY00546,43.9767,-75.9069,NY,Jefferson,41501011404,NYIS,Run-of-river/Upstream Peaking,2,9,43696.51
Kamargo,NPCC,hc1580_p01,2581,NY00729,44.0094,-75.7848,NY,Jefferson,41501011404,NYIS,Run-of-river/Upstream Peaking,3,6,22362.1
Black River,NPCC,hc1581_p01,2546,NY00635,44.0042,-75.8069,NY,Jefferson,41501011404,NYIS,Run-of-river/Upstream Peaking,3,6,34221.43
Sewalls,NPCC,hc1582_p01,2608,NY00289,43.9773,-75.8945,NY,Jefferson,41501011404,NYIS,Run-of-river/Upstream Peaking,2,2,12132.75
Dexter Plant,NPCC,hc1657_p01,10538,NY00266,44.005,-76.0441,NY,Jefferson,41501011404,NYIS,NA,7,4.2,23204.63
Glen Park Hydroelectric Project,NPCC,hc1872_p01,50512,"NA",43.9998,-75.9619,NY,Jefferson,41501011404,NYIS,Run-of-river,3,32.6,144877.85
Diamond Island Plant,NPCC,hc1916_p01,10540,NY01534,43.9784,-75.8859,NY,Jefferson,41501011404,NYIS,NA,3,1.2,6182.12
Robert Moses - St. Lawrence,NPCC,hc1177_p01,2694,NY00678,45.0065,-74.7949,NY,St. Lawrence,41503010301,NYIS,Peaking,16,912,6906420.12
Diana Hydroelectric,NPCC,hc1822_p01,10237,NY00679,44.1548,-75.3202,NY,Lewis,41503020503,NYIS,NA,1,1.8,6538.71
Hollow Dam Power Partnership,NPCC,hc1978_p01,10124,NY01604,44.2971,-75.3363,NY,St. Lawrence,41503020504,NYIS,Run-of-river,2,1,3458.42
Browns Falls,NPCC,hc1670_p01,2548,NY00762,44.2127,-75.037,NY,St. Lawrence,41503020601,NYIS,Peaking,2,16,54066.12
Flat Rock,NPCC,hc1671_p01,2563,NY00413,44.2215,-75.0738,NY,St. Lawrence,41503020601,NYIS,Peaking,2,5,17879.88
Newton Falls Upper,NPCC,hc2167_p01,58679,NY00472,44.2147,-74.9869,NY,St. Lawrence,41503020601,NYIS,Peaking,3,1.5,6789.5
Newton Falls Lower,NPCC,hc7232_p01,NA,NY00419,44.2121,-74.9989,NY,St. Lawrence,41503020601,NA,Run-of-river/Upstream Peaking,1,0.68,2909.90991
Cranberry Lake,NPCC,hc7392_p01,NA,NY00397,44.2206,-74.8483,NY,St. Lawrence,41503020601,NA,Run-of-river,1,0.595,2356
South Edwards,NPCC,hc1672_p01,2604,NY00415,44.2665,-75.1921,NY,St. Lawrence,41503020603,NYIS,Peaking,4,4,18336.05
Oswegatchie,NPCC,hc1675_p01,58678,NY12354,44.2698,-75.1989,NY,St. Lawrence,41503020603,NYIS,Peaking,2,1.8,8077.17
Talcville,NPCC,hc1849_p01,7583,NY00371,44.3084,-75.3086,NY,St. Lawrence,41503020604,NYIS,Run-of-river,2,1.1,2601.72
Emeryville,NPCC,hc1723_p01,10116,NY00662,44.2972,-75.3663,NY,St. Lawrence,41503020801,NYIS,Run-of-river,1,3.4,12268.21
Hailesboro No 6 Mill,NPCC,hc1791_p01,453,NY01241,44.3077,-75.4377,NY,St. Lawrence,41503020801,NA,NA,2,1,NA
Hailesboro No 3 Mill,NPCC,hc1904_p01,743,NY00293,44.311,-75.4445,NY,St. Lawrence,41503020801,NA,NA,2,1,NA
Hailesboro 4 Plant,NPCC,hc1931_p01,10544,NY12194,44.3111,-75.4446,NY,St. Lawrence,41503020801,NYIS,Run-of-river,2,1.4,10596.22
Fowler No 7 Mill,NPCC,hc1932_p01,6572,"NA",44.3042,-75.4254,NY,St. Lawrence,41503020801,NA,Run-of-river,3,0.9,5700
Natural Dam,NPCC,hc1724_p01,54878,"NA",44.3344,-75.5041,NY,St. Lawrence,41503020802,NYIS,Run-of-river,3,1,5863.12
Heuvelton,NPCC,hc1674_p01,2573,NY00411,44.6177,-75.4048,NY,St. Lawrence,41503021002,NYIS,Run-of-river,2,1,4621.88
Eel Weir,NPCC,hc1673_p01,2556,NY00404,44.6383,-75.4911,NY,St. Lawrence,41503021003,NYIS,Run-of-river,3,2.5,8704.4
Ogdensburg,NPCC,hc2070_p01,52058,NY00400,44.6922,-75.4934,NY,St. Lawrence,41503021003,NYIS,Run-of-river,5,3.5,11059.7
Philadlephia,NPCC,hc1846_p01,10197,"NA",44.1581,-75.7084,NY,Jefferson,41503030303,NYIS,Run-of-river,1,3.6,9545.88
Sandy Hollow,NPCC,hc7137_p01,NA,NY12020,44.1496,-75.7288,NY,Jefferson,41503030303,NA,Run-of-river,3,0.815,2611
Theresa Plant,NPCC,hc1856_p01,10539,NY00407,44.2174,-75.7945,NY,Jefferson,41503030401,NYIS,NA,2,1.3,6060.84
Indian Falls,NPCC,hc7187_p01,NA,NY00855,44.2028,-75.7908,NY,Jefferson,41503030401,NA,NA,3,0.65,NA
Pyrites Plant,NPCC,hc1935_p01,10547,NY00015,44.5165,-75.1877,NY,St. Lawrence,41503040403,NYIS,Run-of-river,3,8.2,28363.47
Piercefield,NPCC,hc1999_p01,2598,NY00945,44.2331,-74.5654,NY,St. Lawrence,41503050502,NYIS,Peaking,3,2.7,16573.96
Blake,NPCC,hc1223_p01,2547,NY00754,44.5023,-74.746,NY,St. Lawrence,41503050507,NYIS,Run-of-river/Upstream Peaking,1,15,61120.86
Stark,NPCC,hc1224_p01,2613,NY00256,44.4533,-74.7632,NY,St. Lawrence,41503050507,NYIS,Run-of-river/Upstream Peaking,1,26,95304.84
South Colton,NPCC,hc1220_p01,2611,NY00259,44.5173,-74.8817,NY,St. Lawrence,41503050602,NYIS,Run-of-river/Upstream Peaking,1,21,77596.6
Five Falls,NPCC,hc1221_p01,2562,NY00258,44.5298,-74.8438,NY,St. Lawrence,41503050602,NYIS,Run-of-river/Upstream Peaking,1,24,98306.87
Rainbow,NPCC,hc1222_p01,2600,NY00257,44.5165,-74.8211,NY,St. Lawrence,41503050602,NYIS,Run-of-river/Upstream Peaking,1,25,99443.52
Sugar Island,NPCC,hc1380_p01,2616,NY00248,44.6296,-74.9745,NY,St. Lawrence,41503050604,NYIS,Run-of-river,2,4,24908.64
Hannawa,NPCC,hc1381_p01,2571,NY00250,44.6118,-74.975,NY,St. Lawrence,41503050604,NYIS,Run-of-river,2,7.2,41217.41
Colton,NPCC,hc1382_p01,2551,NY00249,44.5551,-74.9401,NY,St. Lawrence,41503050604,NYIS,Run-of-river,3,36,185628.78
Higley,NPCC,hc1383_p01,2576,NY00252,44.5305,-74.932,NY,St. Lawrence,41503050604,NYIS,Reregulating,4,6,35081.33
Raymondville,NPCC,hc1394_p01,2601,NY00260,44.8339,-74.9807,NY,St. Lawrence,41503050703,NYIS,Run-of-river/Peaking,1,2,11066.05
Norfolk,NPCC,hc1395_p01,2590,NY00582,44.8022,-74.9905,NY,St. Lawrence,41503050703,NYIS,Run-of-river/Peaking,1,5,22183.01
East Norfolk,NPCC,hc1396_p01,2561,NY00251,44.7945,-74.9859,NY,St. Lawrence,41503050703,NYIS,Run-of-river/Peaking,1,4,19489.53
Norwood,NPCC,hc1397_p01,2591,NY00743,44.7433,-75.0054,NY,St. Lawrence,41503050703,NYIS,Run-of-river/Peaking,1,2,12513.07
Hewittville Hydroelectric,NPCC,hc1522_p01,50268,NY00574,44.704,-75.0078,NY,St. Lawrence,41503050703,NYIS,Run-of-river,1,3,15467.39
Unionville Hydro Project 2499 NY,NPCC,hc1523_p01,50269,NY00701,44.7148,-74.9975,NY,St. Lawrence,41503050703,NYIS,Run-of-river,1,3,14570.68
Yaleville,NPCC,hc2059_p01,2624,NY00843,44.7661,-74.9988,NY,St. Lawrence,41503050703,NYIS,Run-of-river,2,2,3274.72
Sissonville Hydro,NPCC,hc2060_p01,10220,NY01601,44.6865,-75.0059,NY,St. Lawrence,41503050703,NYIS,Run-of-river,1,3,13859.59
Potsdam - East Dam,NPCC,hc7017_p01,NA,NY01562,44.6689,-74.9888,NY,St. Lawrence,41503050703,NA,NA,2,0.8,NA
Potsdam - West Dam,NPCC,hc7017_p02,NA,NY01257,44.6677,-74.9901,NY,St. Lawrence,41503050703,NA,NA,1,0.8,NA
Parishville,NPCC,hc2086_p01,2597,NY00202,44.6278,-74.8157,NY,St. Lawrence,41503060205,NYIS,Peaking,1,3,13669.7
Allens Falls,NPCC,hc2087_p01,2540,NY00200,44.6367,-74.8429,NY,St. Lawrence,41503060207,NYIS,Peaking,1,4,21565.86
St. Regis Falls,NPCC,hc7428_p01,NA,NY00210,44.6724,-74.5446,NY,Franklin,41503060405,NA,Run-of-river,2,0.8,3000
Chasm,NPCC,hc1994_p01,2550,NY00469,44.7454,-74.2233,NY,Franklin,41503070104,NYIS,NA,3,3,18055.88
Ballard Mill,NPCC,hc7034_p01,NA,NY12812,44.8455,-74.2805,NY,Franklin,41503070104,NA,NA,1,0.275,NA
Macomb,NPCC,hc1995_p01,2583,NY00462,44.8774,-74.3067,NY,Franklin,41503070302,NYIS,Run-of-river,1,1,5014.9
Whittelsey,NPCC,hc7434_p01,NA,"NA",44.8473,-74.2933,NY,Franklin,41503070302,NA,Run-of-river,1,0.325,1800
Chateaugay Chasm,NPCC,hc1796_p01,50315,NY00473,44.9318,-74.1125,NY,Franklin,41503080104,NYIS,NA,2,1.6,4850.01
Chateaugay High Falls Hydro,NPCC,hc1907_p01,50093,NY13001,44.9092,-74.0871,NY,Franklin,41503080104,NYIS,Run-of-river,1,1.7,7198.76
Carver Falls,NPCC,hc2142_p01,6456,VT00224,43.6273,-73.307,VT,Rutland,41504010305,ISNE,Run-of-river,2,1.9,6956.71
Champlain Spinners,NPCC,hc7113_p01,NA,NY00796,43.5574,-73.4005,NY,Washington,41504010307,NA,Canal/Conduit,2,0.628,2705
Yoder Farm Water Supply System Project,NPCC,hc9108_p01,NA,"NA",43.330218,-73.050136,VT,Rutland,41504020101,NA,Canal/Conduit,2,0.0016,13
Glen,NPCC,hc4078_p01,3714,VT00236,43.64951027,-72.95356673,VT,Rutland,41504020107,ISNE,NA,2,2,7323.18
Patch,NPCC,hc4079_p01,3719,VT00202,43.63000607,-72.98518013,VT,Rutland,41504020107,NA,NA,1,0.4,NA
Pittsford,NPCC,hc4080_p01,3722,VT00178,43.72312113,-72.92325693,VT,Rutland,41504020107,ISNE,NA,3,3.6,9355.71
Center Rutland,NPCC,hc1480_p01,6453,VT00208,43.6029,-73.0127,VT,Rutland,41504020109,NA,Run-of-river,1,0.3,NA
Proctor,NPCC,hc1571_p01,6450,VT00041,43.6635,-73.0342,VT,Rutland,41504020109,ISNE,Run-of-river,5,6.9,22575.29
