plant,NERC,EHA_ID,EIA_ID,NID_ID,lat,lon,state,county,HUC,bal_auth,mode,n_units,CH_MW,CH_MWh
Otter Rapids,MRO,hc1156_p01,4069,WI00807,45.9033,-89.32,WI,Vilas,70700010404,NA,Run-of-river,3,0.7,2311
Rhinelander,MRO,hc1268_p01,50933,WI00771,45.6417,-89.42,WI,Oneida,70700010603,MISO,Run-of-river,3,2,11068
Hat Rapids,MRO,hc1161_p01,4064,WI00770,45.5717,-89.48,WI,Oneida,70700011302,MISO,NA,3,1.7,7527.12
Kings Dam,MRO,hc1334_p01,54568,WI00744,45.4817,-89.68,WI,Lincoln,70700011305,NA,Run-of-river/Upstream Peaking,4,2.66,3695
Tomahawk,MRO,hc1153_p01,4075,WI00746,45.4417,-89.73,WI,Lincoln,70700011306,MISO,Peaking,2,2.6,11244.59
Packaging of America Tomahawk Mill,MRO,hc1153_p02,50476,WI00746,45.441721,-89.730191,WI,Lincoln,70700011306,MISO,Peaking,3,3,15758.47
Jersey,MRO,hc1508_p01,4066,WI00745,45.4917,-89.75,WI,Lincoln,70700011306,NA,Run-of-river,3,0.512,3626
Grandfather Falls,MRO,hc1160_p01,4063,WI00743,45.3133,-89.785,WI,Lincoln,70700020402,MISO,Intermediate Peaking,2,17.2,79806.24
Grandmother,MRO,hc7009_p01,NA,WI00747,45.3667,-89.7283,WI,Lincoln,70700020402,NA,Run-of-river,3,3,17897
Alexander,MRO,hc1166_p01,4060,WI00748,45.1883,-89.755,WI,Lincoln,70700020404,MISO,Run-of-river,3,4.2,20504.94
Merrill,MRO,hc1173_p01,4068,WI00742,45.1783,-89.6867,WI,Lincoln,70700021401,MISO,NA,3,2.3,8190.29
Wausau,MRO,hc1176_p01,4077,WI00752,44.9567,-89.635,WI,Marathon,70700021403,MISO,Run-of-river/Upstream Peaking,3,5.4,26776.18
Rothschild,MRO,hc1314_p01,50190,WI00751,44.8933,-89.6267,WI,Marathon,70700021803,MISO,Run-of-river/Upstream Peaking,7,4.4,11917.94
Mosinee,MRO,hc1311_p01,50614,WI00750,44.79,-89.6967,WI,Marathon,70700021807,MISO,Run-of-river,3,3.4,19598.13
Du Bay,MRO,hc1155_p01,3972,WI00784,44.6633,-89.6517,WI,Portage,70700030302,MISO,Run-of-river/Peaking,4,7.2,38141.36
Stevens Point,MRO,hc1247_p01,3973,WI00781,44.515,-89.5867,WI,Portage,70700030304,MISO,Run-of-river,6,4.8,24899.67
Whiting,MRO,hc1600_p01,3975,WI00783,44.4867,-89.5767,WI,Portage,70700030304,MISO,Run-of-river/Upstream Peaking,10,5.1,22708.33
Biron,MRO,hc1294_p01,3971,WI00815,44.435,-89.7783,WI,Wood,70700030306,MISO,Run-of-river,8,5.6,29976.68
Wisconsin Rapids,MRO,hc1339_p01,3974,WI00817,44.3967,-89.8217,WI,Wood,70700030701,MISO,Run-of-river/Upstream Peaking,10,8.8,46389.04
Centralia,RFC,hc1338_p01,54103,WI00816,44.3683,-89.8567,WI,Wood,70700030704,MISO,Run-of-river/Upstream Peaking,6,3.2,17751.4821
Port Edwards,RFC,hc1338_p02,54103,WI00819,44.3517,-89.8533,WI,Wood,70700030704,MISO,Run-of-river/Upstream Peaking,5,3.5,19415.68355
Nekoosa,MRO,hc1353_p01,50395,WI00818,44.3117,-89.8933,WI,Wood,70700030704,MISO,Run-of-river/Upstream Peaking,8,3.9,30012.62
Petenwell,MRO,hc1171_p01,4080,WI00740,44.0567,-89.02,WI,Adams,70700030705,MISO,Peaking,4,20,96990.35
Castle Rock,MRO,hc1170_p01,4079,WI00724,43.8633,-89.9567,WI,Adams,70700031809,MISO,Intermediate Peaking,5,15,91781.94
Kilbourn,MRO,hc4092_p01,4053,WI00005,43.6268126,-89.78122544,WI,Columbia,70700031906,MISO,NA,4,9.7,52599.41
Prairie Du Sac,MRO,hc2128_p01,4056,WI00029,43.3101,-89.7253,WI,Sauk,70700050303,MISO,Run-of-river,8,33.4,134568.76
Muscoda,MRO,hc4095_p01,4129,"NA",43.22355,-90.46626,WI,Richland,70700051303,NA,NA,1,0.06,NA
Moline,MRO,hc4030_p01,899,IL01089,41.51,-90.53,IL,Rock Island,70801010406,MISO,NA,4,3.6,9917.3
Anamosa,MRO,hc2025_p01,1053,IA01305,42.1033,-91.2917,IA,Jones,70801030201,NA,NA,1,0.25,1515
Keokuk,SERC,hc0350_p01,1109,IL01238,40.39590754,-91.3733699,IA,Lee,70801041806,MISO,NA,15,124.8,880688.38
Mitchell Mill,MRO,hc7472_p01,NA,IA01312,43.3183,-92.8804,IA,Mitchell,70802010605,NA,Run-of-river,2,0.76,2829
Cedar Lake Dam Hydroelectric,MRO,hc7503_p01,NA,IA01314,42.9553,-92.5357,IA,Chickasaw,70802011005,NA,Run-of-river,4,0.8,3285
East Hydro,MRO,hc4033_p01,1196,IA01322,42.72665627,-92.47108343,IA,Bremer,70802011204,NA,NA,3,0.495,NA
Greene Mill Dam,MRO,hc7466_p01,NA,IA01298,42.8951,-92.8031,IA,Butler,70802020605,NA,Run-of-river,2,0.4,1280
Iowa Falls,MRO,hc4031_p01,1065,IA01304,42.51865133,-93.25918477,IA,Hardin,70802070901,NA,NA,1,0.54,127
Upper Watertown,RFC,hc7407_p01,NA,WI00142,43.185476,-88.705354,WI,Jefferson,70900010608,NA,NA,1,0.265,NA
Lower Watertown Dam,RFC,hc7417_p01,NA,WI00141,43.191886,-88.725653,WI,Jefferson,70900010608,NA,NA,2,0.336,NA
Dunkirk,MRO,hc2150_p01,4136,WI00118,42.88,-89.21,WI,Dane,70900020904,NA,Run-of-river,2,2,1000
Janesville,MRO,hc1407_p01,4052,WI00790,42.6817,-89.0217,WI,Rock,70900021303,NA,Run-of-river,2,0.5,2030
Argyle,MRO,hc1763_p01,7810,"NA",42.701353,-89.868857,WI,Lafayette,70900030805,MISO,NA,1,0.1,139
Rockton,RFC,hc1429_p01,903,IL00106,42.451,-89.0753,IL,Winnebago,70900031604,PJM,Run-of-river,2,1.1,6089.63
Dixon,RFC,hc1481_p01,54969,IL01127,41.8463,-89.481,IL,Lee,70900050606,PJM,Run-of-river,5,3,13690.96
Upper Sterling,RFC,hc1980_p01,7474,IL50078,41.75,-89.6667,IL,Whiteside,70900051001,MISO,NA,2,2.2,6772.47
Sears Hydroelectric Plant,SERC,hc1752_p01,56978,IL50471,41.4611,-90.5779,IL,Rock Island,70900051302,MISO,NA,4,1.4,1995.89
Ottumwa,MRO,hc1076_p01,1173,IA01316,41.01,-92.4067,IA,Wapello,71000090709,MISO,Run-of-river,3,3.2,9407.65
Kankakee Hydro Facility,RFC,hc2033_p01,54525,IL50098,41.1,-87.8333,IL,Kankakee,71200011805,PJM,Run-of-river,3,1.2,1832.24
Lockport Powerhouse,RFC,hc0374_p01,10903,IL00007,41.5695,-88.0784,IL,Will,71200040705,PJM,Run-of-river,2,16,39427.81
Dayton,SERC,hc1031_p01,10520,IL00008,41.3899,-88.7874,IL,La Salle,71200070609,MISO,Run-of-river,3,3.6,18218.65
Peru,RFC,hc0341_p01,955,IL00004,41.3242,-88.9855,IL,La Salle,71300010203,MISO,Run-of-river,4,7.6,30431.7
Dam 2,SERC,hc0326_p01,7246,AR00169,33.989,-91.313,AR,Dumas,80204010404,MISO,NA,3,102.6,340848.71
Blakely Mountain,SERC,hc0207_p01,197,AR00150,34.57339268,-93.1951605,AR,Garland,80401010604,MISO,NA,2,75,150238.88
Carpenter,SERC,hc1030_p01,166,AR00534,34.4428,-93.0265,AR,Garland,80401010804,MISO,Peaking,2,56,99882.76
Remmel,SERC,hc1029_p01,174,AR00535,34.4272,-92.8939,AR,Hot Spring,80401020101,MISO,Peaking,3,9,34818.88
Narrows,SERC,hc0254_p01,195,AR00154,34.14876221,-93.71561043,AR,Pike,80401030107,SWPP,NA,3,25.5,38599.29
Sidney A Murray Jr Hydroelectric,SERC,hc0375_p01,54678,LA00598,31.0877,-91.6189,LA,Concordia,80403010503,MISO,Run-of-river,8,192,992653.06
Hoot Lake,MRO,hc2111_p01,1943,MN00194,46.3167,-96.0233,MN,Ottertail,90201030903,MISO,Run-of-river,1,1,49385.5
Taplin Gorge,MRO,hc2112_p02,6540,MN00199,46.3800288,-96.12577789,MN,Otter Tail,90201030903,NA,Run-of-river,1,0.56,4357
Wright,MRO,hc2113_p01,1949,MN00195,46.2833,-96.0683,MN,Ottertail,90201030904,NA,Run-of-river,1,0.4,2595
Pisgah,MRO,hc2114_p01,1947,MN00197,46.28,-96.1033,MN,Ottertail,90201030904,NA,Run-of-river,1,0.52,5009
Dayton Hollow,MRO,hc2115_p01,1941,MN00196,46.2317,-96.1167,MN,Ottertail,90201030905,NA,Run-of-river,2,0.98,7665
Thief River Falls,MRO,hc2149_p01,2014,MN00502,48.11430165,-96.17903349,MN,Pennington,90203030301,MISO,Run-of-river,2,0.5,2188.58
Winton,MRO,hc1048_p01,1902,MN00607,47.9332,-91.7629,MN,Lake,90300011105,MISO,Peaking,2,4,19223.26
International Falls Power,MRO,hc1888_p01,10487,MN00653,48.6,-93.4,MN,Koochichin,90300080501,MISO,Run-of-river,7,14.2,50383.06
Madison,WECC,hc1293_p01,6422,MT00561,45.47,-111.6374,MT,Madison,100200000000,NWMT,Run-of-river/Upstream Peaking,4,8.8,60387.88
North Willow Creek Diversion,WECC,hc7288_p01,NA,"NA",45.6414,-111.9191,MT,Madison,100200000000,NA,Run-of-river,1,0.4,2720
Wisconsin Noble,WECC,hc7382_p01,NA,"NA",45.5167,-112.1346,MT,Madison,100200000000,NA,Run-of-river,1,0.5,1800
Ross Creek Diversion,WECC,hc7441_p01,NA,"NA",45.8455,-110.9772,MT,Gallatin,100200000000,NA,Run-of-river,1,0.597,2500
Canyon Ferry,WECC,hc0008_p01,6400,MT00568,46.64902592,-111.727874,MT,Lewis and Clark,100301000000,WAUW,Run-of-river,3,49.8,323887.41
Upper Turnbull Drop Project,WECC,hc0166_p01,57690,"NA",47.605114,-112.09725,MT,Teton,100301000000,NWMT,Run-of-river,1,5.3,11243.82769
Mary Taylor Hydroelectric Project,WECC,hc0172_p01,NA,"NA",47.60666,-111.948621,MT,Teton,100301000000,NA,Canal/Conduit,1,0.89,1840
Morony,WECC,hc1286_p01,2191,MT00563,47.5813,-111.0595,MT,Cascade,100301000000,NWMT,Reregulating,2,63,257817.41
Ryan,WECC,hc1287_p01,2194,MT00555,47.5691,-111.1248,MT,Cascade,100301000000,NWMT,Intermediate Peaking,6,52.8,410782.41
Cochrane,WECC,hc1288_p01,2182,MT00556,47.5527,-111.1484,MT,Cascade,100301000000,NWMT,Intermediate Peaking,2,60.4,257995.18
Rainbow,WECC,hc1289_p01,2193,MT00557,47.5346,-111.2041,MT,Cascade,100301000000,NWMT,Run-of-river/Upstream Peaking,1,59,278943.65
Black Eagle,WECC,hc1290_p01,2181,MT00558,47.5197,-111.2625,MT,Cascade,100301000000,NWMT,Run-of-river/Upstream Peaking,3,24,126958.94
Holter,WECC,hc1291_p01,2186,MT00559,46.9913,-112.0035,MT,Lewis and Clark,100301000000,NWMT,Run-of-river/Upstream Peaking,4,38.4,268717.71
Hauser,WECC,hc1292_p01,2185,MT00560,46.7649,-111.8863,MT,Lewis and Clark,100301000000,NWMT,Run-of-river/Upstream Peaking,6,17.7,122283.24
Broadwater Power Project,WECC,hc1725_p01,54006,MT00016,46.1201,-111.4073,MT,Broadwater,100301000000,NWMT,Peaking,1,9.7,48384.86
Tiber,WECC,hc0141_p01,56499,MT00579,48.32,-111.0901,MT,Liberty,100302000000,WAUW,NA,1,7.5,50026.08
Lower Turnbull Drop Project,WECC,hc0165_p01,57690,"NA",47.598379,-112.067676,MT,Teton,100302000000,NWMT,Run-of-river,1,7.7,16335.37231
Fort Peck,WECC,hc0228_p01,6623,MT00025,48.02122926,-106.3530391,MT,McCone,100401000000,WAUW,Peaking,5,179.7,768499.18
Mystic Lake,WECC,hc1361_p01,2192,MT00562,45.2253,-109.7593,MT,Stillwater,100700000000,NWMT,Reregulating,2,12,50414.76
South Dry Creek Hydro,WECC,hc2039_p01,10138,"NA",45.2046,-109.146,MT,Carbon,100700000000,NWMT,Canal/Conduit,1,2,6248.29
Lower South Fork Irrigation Project,WECC,hc2165_p01,58120,"NA",45.209126,-109.143977,MT,Carbon,100700000000,NWMT,Canal/Conduit,1,0.47,608
Cascade Creek,WECC,hc7198_p01,NA,"NA",45.4699,-110.5572,MT,Park,100700000000,NA,NA,1,0.075,361.5
Barney Creek,WECC,hc7285_p01,NA,"NA",45.481,-110.5483,MT,Park,100700000000,NA,NA,1,0.068,350
Strawberry Creek,WECC,hc7326_p01,NA,"NA",45.4372,-110.5711,MT,Park,100700000000,NA,NA,1,0.275,1200
Pine Creek,WECC,hc7338_p01,NA,"NA",45.5021,-110.5379,MT,Park,100700000000,NA,NA,1,0.373,NA
Boysen,WECC,hc0006_p01,505,WY01299,43.41787168,-108.1775449,WY,Fremont,100800000000,WAUW,Intermediate Peaking,2,15,52986.29
Buffalo Bill,WECC,hc0007_p01,7317,WY01300,44.50816852,-109.1706613,WY,Park,100800000000,WAUW,Intermediate Peaking,3,18,66631.82
Shoshone,WECC,hc0007_p02,4183,WY01300,44.5028973,-109.1812276,WY,Park,100800000000,WAUW,Intermediate Peaking,1,3,19061.71
Heart Mountain,WECC,hc0007_p03,6408,WY01300,44.51376683,-109.129588,WY,Park,100800000000,WAUW,Intermediate Peaking,1,5,16475.06
Spirit Mountain,WECC,hc0007_p04,7541,WY01300,44.51269948,-109.1298776,WY,Park,100800000000,WAUW,Run-of-river,1,4.5,15940.35
Pilot Butte,WECC,hc0041_p01,674,WY01381,43.21901744,-108.7876807,WY,Fremont,100800000000,WAUW,Run-of-river,2,1.6,4912.44
Yellowtail,WECC,hc0050_p01,2204,MT00576,45.30740605,-107.957515,MT,Big Horn,100800000000,WAUW,Peaking,4,268.8,684705.06
Garland Canal,WECC,hc0137_p01,57551,"NA",44.7197,-108.8699,WY,Park,100800000000,PACE,Canal/Conduit,1,2.9,9253.12
Buffalo,WECC,hc7468_p01,NA,"NA",44.3366,-106.7648,WY,Johnson,100902000000,NA,Canal/Conduit,1,0.2025,NA
Spearfish,MRO,hc2166_p01,58438,"NA",44.4083,-103.8953,SD,Lawrence,101202000000,WACM,Run-of-river,2,4,2204.21
Spearfish Intake Dam (Savoy),WECC,hc7557_p01,NA,"NA",44.343,-103.9213,SD,Lawrence,101202000000,NA,NA,1,2,NA
Garrison,MRO,hc0231_p01,2815,ND00145,47.50167,-101.4317,ND,Mercer,101301000000,SWPP,Peaking,5,583.4,1941730.53
Big Bend,MRO,hc0205_p01,3375,SD01092,44.03875607,-99.44658842,SD,Buffalo,101401000000,SWPP,Peaking,8,538.3,863188.65
Oahe,MRO,hc0256_p01,3356,SD01095,44.45573253,-100.3922758,SD,Hughes,101401000000,SWPP,Peaking,7,786.1,2181663.88
Fort Randall,MRO,hc0229_p01,3373,SD01093,43.065,-98.555,SD,Charles Mix,101701000000,SWPP,Peaking,8,320,1485905.47
Gavins Point,MRO,hc0232_p01,6624,SD01094,42.8486018,-97.48158809,NE,Cedar,101701000000,SWPP,Run-of-river,3,132.3,643432
Alcova,WECC,hc0001_p01,6409,WY01290,42.5484117,-106.7175364,WY,Natrona,101800000000,WAUW,Peaking,2,41.4,97713.06
Fremont Canyon,WECC,hc0018_p01,4176,WY01296,42.46825656,-106.8521813,WY,Natrona,101800000000,WAUW,Intermediate Peaking,2,66.8,190017.53
Glendo,WECC,hc0020_p01,4177,WY01291,42.46725436,-104.9555262,WY,Platte,101800000000,WAUW,Intermediate Peaking,2,38,75277.94
Guernsey,WECC,hc0024_p01,4178,WY01293,42.28986789,-104.760634,WY,Platte,101800000000,WAUW,Intermediate Peaking,2,6.4,15093.35
Kortes,WECC,hc0029_p01,4180,WY01294,42.17430142,-106.8805431,WY,Carbon,101800000000,WAUW,Intermediate Peaking,3,36,123900
Seminoe,WECC,hc0045_p01,4182,WY01297,42.156127240000004,-106.908483,WY,Carbon,101800000000,WAUW,Intermediate Peaking,3,51.6,116673.47
Kingsley,MRO,hc1112_p01,785,NE01048,41.2367,-101.6667,NE,Keith,101800000000,SWPP,NA,1,50,68615.47
Estes,WECC,hc0031_p01,513,CO01662,40.37677067,-105.509665,CO,Larimer,101900000000,WACM,Intermediate Peaking,3,45,102365.59
Pole Hill,WECC,hc0042_p01,519,"NA",40.36505622,-105.3250744,CO,Larimer,101900000000,WACM,Run-of-river,1,38.2,174399.41
Marys Lake,WECC,hc0051_p01,517,CO01660,40.3440796,-105.5343083,CO,Larimer,101900000000,WACM,Run-of-river,1,8.1,35424.24
Big Thompson,WECC,hc0052_p01,515,CO01654,40.42103106,-105.2238039,CO,Larimer,101900000000,WACM,Intermediate Peaking,1,4.5,7279.59
Carter Hydro,WECC,hc0179_p01,58622,CO01650,40.324167,-105.208889,CO,Larimer,101900000000,WACM,NA,2,2.6,7575.17
Boulder Canyon Hydro,WECC,hc1080_p01,466,CO00231,40.004725,-105.332495,CO,Boulder,101900000000,PSCO,Canal/Conduit,1,5,14437.35
North Platte,MRO,hc1121_p01,2274,NE01052,41.055,-100.7833,NE,Lincoln,101900000000,SWPP,NA,2,26.2,71262.12
Gross,WECC,hc1195_p01,10424,CO00247,39.948,-105.3579,CO,Boulder,101900000000,PSCO,Peaking,1,7.8,12800.84
Georgetown,WECC,hc1285_p01,472,CO00195,39.6919,-105.6981,CO,Clear Creek,101900000000,PSCO,Peaking,2,1.2,4010.18
Loveland,WECC,hc1716_p01,7468,"NA",40.4287,-105.3119,CO,Larimer,101900000000,NA,NA,2,0.9,NA
North Fork Hydro Plant,WECC,hc1810_p01,10423,"NA",39.4609,-105.6709,CO,Park,101900000000,WACM,Canal/Conduit,1,5.5,7509.48
Foothills Hydro Plant,WECC,hc1914_p01,10070,CO02395,39.4574,-105.0671,CO,Jefferson,101900000000,WACM,Canal/Conduit,1,3.1,4696.55
Betasso,WECC,hc1945_p01,54680,"NA",40.1833,-105.1333,CO,Boulder,101900000000,PSCO,Canal/Conduit,1,3,8185.65
Strontia Springs Hydro Plant,WECC,hc1975_p01,10081,CO02219,39.4327,-105.1262,CO,Douglas,101900000000,PSCO,NA,1,1.25,4723.62
Boulder City Lakewood Hydro,WECC,hc2073_p01,54679,"NA",40.0119,-105.335,CO,Boulder,101900000000,PSCO,Canal/Conduit,1,3.5,8434.14
Longmont,WECC,hc2123_p01,509,"NA",40.2583,-105.2167,CO,Boulder,101900000000,NA,Canal/Conduit,2,0.6,4340
Hillcrest Pump Station,WECC,hc2124_p01,54142,"NA",39.6411,-104.9135,CO,Denver,101900000000,PSCO,Canal/Conduit,1,2,4808.74
Boulder City Silver Lake Hydro,WECC,hc2147_p01,55931,CO02812,39.9911,-105.4999,CO,Boulder,101900000000,PSCO,Canal/Conduit,2,3.3,10616.12
Shoshone,WECC,hc4022_p01,476,"NA",39.759216,-105.660549,CO,Garfield,101900000000,PSCO,NA,2,14.4,71122.06
Maxwell Powerhouse,WECC,hc7272_p01,NA,"NA",40.1333,-105.15,CO,Boulder,101900000000,NA,Canal/Conduit,1,0.068,520
Kohler Powerhouse,WECC,hc7361_p01,NA,"NA",40.0333,-105.3167,CO,Boulder,101900000000,NA,Canal/Conduit,2,0.15,770
Sunshine Powerhouse,WECC,hc7369_p01,NA,"NA",40.167,-105.3833,CO,Boulder,101900000000,NA,Canal/Conduit,1,0.8,3100
Orodell Powerhouse,WECC,hc7403_p01,NA,"NA",40.1667,-105.15,CO,Boulder,101900000000,NA,Canal/Conduit,1,0.225,1160
Fort Collins Micro Hydro Project,WECC,hc9045_p01,NA,"NA",40.592018,-105.157224,CO,Larimer,101900000000,NA,Canal/Conduit,1,0.075,550
Soldier Canyon Micro Hydro Facility,WECC,hc9063_p01,NA,"NA",40.592903,-105.160188,CO,Larimer,101900000000,NA,Canal/Conduit,1,0.1,880
Park Farm Hydro Project,WECC,hc9086_p01,NA,"NA",40.33748611,-104.4348056,CO,Weld,101900000000,NA,Canal/Conduit,10,0.015,43
Johnson 2,MRO,hc1109_p01,2229,NE01022,40.6838,-99.7446,NE,Gosper,102001000000,SWPP,Canal/Conduit,1,22.5,77271.12
Johnson 1,MRO,hc1110_p01,2228,NE01025,40.6937,-99.8175,NE,Gosper,102001000000,SWPP,Canal/Conduit,2,21.6,63138
Jeffrey,MRO,hc1111_p01,2227,NE01036,40.95,-100.4,NE,Lincoln,102001000000,SWPP,Canal/Conduit,2,21.6,91186.06
Kearney,MRO,hc4042_p01,2268,NE00465,40.70411,-99.09834,NE,Buffalo,102001000000,SWPP,NA,1,1.5,976.53
Columbus,MRO,hc1091_p01,2260,NE01053,41.4833,-97.3667,NE,Platte,102002000000,SWPP,Run-of-river,3,45.6,120021.94
Monroe,MRO,hc1092_p01,2273,NE01053,41.4417,-97.7417,NE,Platte,102100000000,SWPP,Peaking,3,8.4,24368.41
Spalding,MRO,hc4044_p01,2303,"NA",41.681791,-98.369962,NE,GREELEY,102100000000,SWPP,NA,2,0.2,252.53
Kansas River,MRO,hc1627_p01,10279,KS00033,38.9717,-95.24,KS,Douglas,102701000000,SWPP,Run-of-river,11,7,15345.26
Stockton,MRO,hc0267_p01,2124,MO30200,37.69124661,-93.76002323,MO,CEDAR,102901000000,SPA,Run-of-river,1,52,41865.35
Osage,SERC,hc1045_p01,2106,MO30014,38.2031,-92.6248,MO,Miller,102901000000,MISO,Peaking,10,208,600461.35
Niangua,SERC,hc1574_p01,2099,MO30205,37.9383,-92.8517,MO,Camden,102901000000,AECI,Run-of-river,2,3,3327.35
Beaver,MRO,hc0204_p01,182,AR00174,36.42108248,-93.8481779,AR,Carroll,110100000000,SPA,Peaking,2,112,148108.47
Bull Shoals,MRO,hc0211_p01,198,AR00160,36.36624008,-92.57455097,AR,Marion,110100000000,SPA,Peaking,8,340,796620.29
Greers Ferry Lake,MRO,hc0234_p01,188,AR00173,35.52113455,-91.99345803,AR,Cleburne,110100000000,SPA,Peaking,2,96,201008.65
Norfork,MRO,hc0255_p01,196,AR00159,36.24824034,-92.23749117,AR,Baxter,110100000000,SPA,Peaking,2,80.4,201183.59
Table Rock,MRO,hc0268_p01,2166,MO30202,36.59607721,-93.31124883,MO,Taney,110100000000,SPA,Run-of-river,4,200,496713.35
Ozark Beach,MRO,hc1319_p01,6280,MO30088,36.6591212,-93.12438403,MO,Taney,110100000000,SWPP,Run-of-river/Upstream Peaking,4,16,53687
White River Lock & Dam NO. 1,SERC,hc1840_p01,57160,AR01319,35.75667,-91.63667,AR,Independence,110100000000,SPA,Run-of-river,1,4.3,16170.3
White River Lock & Dam NO. 3,SERC,hc1862_p01,57162,AR01321,35.84333,-91.85,AR,Independence,110100000000,SPA,Run-of-river,1,4.3,17309.6
White River Lock & Dam NO. 2,SERC,hc1863_p01,57161,AR01320,35.74445,-91.76583,AR,Independence,110100000000,SPA,Run-of-river,1,3.5,13628.38
Sugarloaf Hydro Plant,WECC,hc0144_p01,50435,CO01669,39.2527,-106.3748,CO,Lake,110200000000,PSCO,Canal/Conduit,1,2.5,4790.93
Ruxton Park,WECC,hc1069_p01,495,"NA",38.8333,-104.9667,CO,"El Paso, Teller",110200000000,WACM,Canal/Conduit,1,1,784.53
Manitou Springs,WECC,hc1069_p02,494,"NA",38.8333,-104.9667,CO,"El Paso, Teller",110200000000,WACM,Canal/Conduit,4,5.6,15588.18
Salida No. 1,WECC,hc1344_p01,474,CO02450,38.5403,-106.2481,CO,Chaffee,110200000000,PSCO,Run-of-river,1,0.6,2962.07
Salida No. 2,WECC,hc1345_p01,475,"NA",38.5402,-106.2257,CO,Chaffee,110200000000,NA,Run-of-river,1,0.56,1529
Tesla,WECC,hc2058_p01,7233,CO00434,38.9792,-104.9586,CO,El Paso,110200000000,WACM,NA,1,26.6,63722.24
Springer,WECC,hc7416_p01,NA,CO02452,38.9623,-106.2059,CO,Chaffee,110200000000,NA,Canal/Conduit,1,0.045,103.68
Cascade,WECC,hc7502_p01,NA,"NA",38.890555,-104.967869,CO,El Paso,110200000000,NA,Canal/Conduit,1,0.9,5114
SCMWD Treatment Plant Project,WECC,hc9088_p01,NA,"NA",38.22055556,-104.5141667,CO,Pueblo,110200000000,NA,Canal/Conduit,3,0.04,40
Pueblo Dam,WECC,hc9134_p01,NA,"NA",38.2839,-104.73,CO,Pueblo,110200000000,NA,NA,3,7.01,18655
Wichita,SPP,hc7431_p01,NA,"NA",37.75,-97.35,KS,Sedwick,110300000000,NA,Canal/Conduit,2,0.448,NA
Keystone,MRO,hc0244_p01,2984,OK10309,36.14995061,-96.25307183,OK,Tulsa,110600000000,SWPP,NA,2,70,236600.53
Kaw Hydro,MRO,hc0330_p01,7545,OK20509,36.6998,-96.9272,OK,Kay,110600000000,SWPP,Run-of-river,1,37,103162.82
Fort Gibson,MRO,hc0227_p01,3003,OK10314,35.86986214,-95.23121463,OK,Cherokee,110702000000,SPA,Run-of-river,4,44.8,211516.41
Pensacola,MRO,hc1113_p01,2981,OK00135,36.4681,-95.0417,OK,Mayes,110702000000,SWPP,Peaking,7,130.1,443873.59
Markham Ferry,MRO,hc1284_p01,2980,OK00134,36.2342,-95.1824,OK,Mayes,110702000000,SWPP,Peaking,4,128.4,248469.47
Eufaula Dam,MRO,hc0226_p01,6419,OK10308,35.30669841,-95.3583763,OK,Haskell,110902000000,SPA,Peaking,3,90,222112.24
Robert S Kerr,MRO,hc0263_p01,2985,OK10301,35.34734195,-94.77817356,OK,Sequoyah,111101000000,SPA,Run-of-river,4,110,504555.82
Tenkiller Ferry,MRO,hc0269_p01,3004,OK10311,35.59695641,-95.0494247,OK,Sequoyah,111101000000,SPA,Peaking,2,39,110359.35
Webbers Falls,MRO,hc0272_p01,2987,OK10304,35.55415448,-95.16907943,OK,Muskogee,111101000000,SPA,Run-of-river,3,70,167823
Lee Creek Water Treatment Facility,MRO,hc1889_p01,54283,AR01492,35.4866,-94.4148,AR,Crawford,111101000000,MISO,Run-of-river,1,1.3,-1130.81
Dardanelle,MRO,hc0220_p01,199,AR00162,35.24909908,-93.1707767,AR,Pope,111102000000,SPA,Run-of-river,4,160.8,590123
Ozark,MRO,hc0258_p01,6142,AR00164,35.47211755,-93.8145993,AR,Franklin,111102000000,SPA,Run-of-river,5,100,183033.82
James Trimble Lock and Dam,SERC,hc0328_p01,7040,AR00163,35.35,-94.2976,AR,Crawford,111102000000,SWPP,NA,3,32.4,121924.29
Arthur Ormond Lock & Dam,SERC,hc0329_p01,7135,AR00165,35.1252,-92.7874,AR,Conway,111102000000,MISO,NA,3,32.4,133556
Murray,SERC,hc0376_p01,7166,AR00171,34.7943,-92.3578,AR,Pulaski,111102000000,MISO,Run-of-river,2,45.4,107606.44
Denison,TRE,hc0222_p01,6416,OK10317,33.83333,-96.56667,TX,Grayson,111302000000,ERCO,Peaking,2,101.6,179403.88
Mcgee Creek,SPP,hc0159_p01,NA,OK22194,34.3161,-95.874,OK,Atoka,111401000000,NA,NA,1,0.085,730
Broken Bow,MRO,hc0209_p01,6415,OK10307,34.14552601,-94.68422523,OK,McCurtain,111401000000,SWPP,Peaking,2,100,145122.65
Toledo Bend,SERC,hc1363_p01,6595,LA00030,31.1857,-93.5684,TX,Newton,120100000000,MISO,NA,2,81,171400.24
Robert D Willis,TRE,hc0260_p01,7200,TX00015,30.79546662,-94.1801197,TX,Jasper,120200000000,MISO,Reregulating,2,8,17979.75
Sam Rayburn,TRE,hc0264_p01,6413,TX00011,31.06120822,-94.10622043,TX,Jasper,120200000000,MISO,Peaking,2,52,98926.65
Lewisville,TRE,hc0339_p01,794,TX00008,33.0682,-96.964,TX,Denton,120301000000,ERCO,Run-of-river,1,2.8,4336.65
