EIA_ID,lead,NSE,KGE,r2,RMSE,PBIAS,type
835,3,0.5886840350423179,0.7979675992971246,0.7994805342506646,114.86012398606304,0.5,Persistence
835,4,0.5534050183822556,0.7815744094036217,0.784287970348966,118.72519037845655,1.1,Persistence
835,5,0.5299870489040642,0.769866336686373,0.7717595940283909,122.351813834862,1,Persistence
835,6,0.4962861495365728,0.7481156117392043,0.7481156818356614,130.18464047954566,0,Persistence
840,0,0.9911621995660206,0.9931323953598227,0.995618242367037,12.725224166210088,0,Persistence
840,1,0.9778497685357234,0.9859361819794297,0.9890590650371855,20.079643418908322,0.2,Persistence
840,2,0.9684205989991518,0.9819412484781721,0.9843798406898157,23.992292325035073,0.4,Persistence
840,3,0.9616738760916157,0.9783136458382595,0.9810624825748908,26.418108180299654,0.6,Persistence
840,4,0.954371894046473,0.9747803089617204,0.977460986407508,28.81424802198211,0.7,Persistence
840,5,0.944919968079981,0.972253877231397,0.9725242671639573,31.87322678280584,0.3,Persistence
840,6,0.9343485714089921,0.967167894244031,0.9671687882571713,34.87194682909307,0,Persistence
850,0,0.9950288282718561,0.9908821028327782,0.9975327299327814,9.45892014368215,-0.2,Persistence
850,1,0.9846418583499105,0.9878089847689029,0.9922936970102932,16.638298312033733,-0.1,Persistence
850,2,0.9735230205661948,0.9860423027786626,0.9867162398263359,21.730988871458322,0.1,Persistence
850,3,0.9649725424110657,0.9815907207646879,0.9825926356297586,24.775032830090236,0.4,Persistence
850,4,0.9547717826424867,0.9737385636556958,0.9777874352802584,27.91846424955507,0.5,Persistence
850,5,0.9407668258048555,0.9686303524290972,0.9707725694655164,32.01938471745969,0.3,Persistence
850,6,0.9241967316338559,0.9621003176628904,0.9621003913887269,36.61537630148337,-0,Persistence
851,0,0.9941367675315441,0.9914338462529141,0.9970808638645452,39.35808208816324,-0.2,Persistence
851,1,0.9826348363531315,0.9899255929092925,0.991288064295318,67.53990042258351,-0.1,Persistence
851,2,0.9629351803518443,0.9808521135064988,0.9815713089299468,97.72495892756116,0.2,Persistence
851,3,0.9526428174842658,0.9760902061320735,0.9763030001835008,111.12155123563062,0.3,Persistence
851,4,0.9380502997295204,0.9685845804518938,0.9689226893338471,127.41975765065739,0.3,Persistence
851,5,0.9163699708338151,0.9581944674432659,0.9582791128018336,147.17361749505153,0.2,Persistence
851,6,0.8955507206170357,0.9477777350322425,0.9477777921209636,164.81865566343157,-0,Persistence
2186,0,0.9820952318301737,0.9907864086845987,0.9910310335925366,14.64679359128026,0,Persistence
2186,1,0.9548732289796213,0.9712170165476273,0.9772144046316867,23.606106356772283,-0.4,Persistence
2186,2,0.9145260612809754,0.9469386521477247,0.9564643812923987,32.90661776348528,-0.7,Persistence
2186,3,0.8894120181138941,0.9397724142159195,0.9437504162047902,37.112571827078604,-0.4,Persistence
2186,4,0.8710392270663609,0.9325479681621462,0.9346016747164083,39.872446285270605,-0.3,Persistence
2186,5,0.8611716001337063,0.9307105929669831,0.9308147566052575,40.57065431368552,0.2,Persistence
2186,6,0.8583142555919601,0.9291648650419703,0.929165079529166,41.11117788660505,-0,Persistence
2188,0,0.9929309688162902,0.9932363563736807,0.9964670674049335,20.3097931659668,-0.2,Persistence
2188,1,0.9816392022354501,0.9842085775426819,0.9908046205901249,32.954443871815286,-0.5,Persistence
2188,2,0.9687696096844867,0.9725250184906467,0.98431999043452,43.40743857969076,-0.6,Persistence
2188,3,0.96086307690728,0.9672965902283985,0.9802867744918712,48.78110929795294,-0.6,Persistence
2188,4,0.9573125759009915,0.9735370407298664,0.9784489099334895,50.41476314898032,-0.2,Persistence
2188,5,0.9521987927718712,0.975416068380358,0.975987127579568,52.815343750435744,0,Persistence
2188,6,0.9403575831290356,0.9701782880911947,0.9701783036365162,58.68629452486856,0,Persistence
2199,0,0.9949212539518053,0.9916147338814926,0.9975144511062355,31.14862802403502,0.2,Persistence
2199,1,0.9821748500796068,0.9881277971107965,0.9911892685501786,58.37412865451942,0.3,Persistence
2199,2,0.9648431075247464,0.9819526451795019,0.9824962767699422,82.30051273189298,0.3,Persistence
2199,3,0.946084965808858,0.973026969524955,0.9730408389556533,102.28226759182124,0.1,Persistence
2199,4,0.9271223113373751,0.9630713709667429,0.963399397468202,119.47581034578327,-0.1,Persistence
2199,5,0.9097201183183795,0.954138467280456,0.9545971720209884,133.17968935764844,-0.2,Persistence
2199,6,0.8952540030192875,0.9476278827121758,0.9476278901872505,142.55007468425015,-0,Persistence
2203,0,0.9904087283328703,0.9938655338427854,0.9951939835665714,8.185998819435978,-0.1,Persistence
2203,1,0.9668858114951523,0.9802384774073055,0.9833270545272192,15.312063196122798,-0.3,Persistence
2203,2,0.9465291691124634,0.9693070059036841,0.972979115005852,19.541206039433938,-0.2,Persistence
2203,3,0.930887887846221,0.9621228395802086,0.9650405793786941,22.218746320749386,0,Persistence
2203,4,0.9248983186086384,0.9621181152032114,0.962548012879529,22.770235004885457,0.5,Persistence
2203,5,0.9149869562043703,0.9573464668314693,0.9576939947404165,24.175993380920655,0.3,Persistence
